Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000008893	MAG	3746313	28	149637	46.94	81.78	0	0	99.67	99.49	18	GUT_GENOME224704	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1735496	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000008893.gff.gz
MGYG000008916	MAG	4183555	323	21369	47.12	96.07	0.37	0	0	0	18	GUT_GENOME162498	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1876299	SRP095580	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000008916.gff.gz
MGYG000008932	MAG	3984194	197	33167	47.5	97.81	0.55	85.71	0	5.47	19	GUT_GENOME026759	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1444623	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000008932.gff.gz
MGYG000008943	Isolate	4425558	58	220580	46.43	99.26	0.74	0	99.67	99.49	20	GUT_GENOME001163	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SAMN09734589	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000008943.gff.gz
MGYG000008967	MAG	4066980	78	81297	46.64	96.47	1.67	0	0	0	20	GUT_GENOME108091	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328755	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000008967.gff.gz
MGYG000009083	MAG	4485053	336	19764	46.02	93.73	1.77	94.96	0	11.15	20	GUT_GENOME050212	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199001	ERP002061	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009083.gff.gz
MGYG000009248	MAG	4272089	138	107798	46.8	84.74	3.52	0	99.74	99.83	20	GUT_GENOME223643	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1719390	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009248.gff.gz
MGYG000009338	MAG	3492879	440	10406	48.38	89.94	1.73	0	59.88	5.26	18	GUT_GENOME038782	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1066645	ERP013933	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009338.gff.gz
MGYG000009340	MAG	3991582	74	99375	46.84	96.44	0.42	0	0	0	19	GUT_GENOME117797	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396389	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009340.gff.gz
MGYG000009395	MAG	2976972	305	15387	48.1	76.41	4.04	0	0	0	17	GUT_GENOME106519	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS235589	ERP002469	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009395.gff.gz
MGYG000009451	MAG	4453421	135	95939	46.78	94.16	2.14	94.12	98.96	99.83	20	GUT_GENOME238166	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS476809	SRP029441	Fiji	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009451.gff.gz
MGYG000009460	MAG	4175056	139	46404	46.65	95.02	3.1	0	0	0	20	GUT_GENOME022743	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1444492	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009460.gff.gz
MGYG000009485	MAG	4136306	106	67656	46.76	92.45	0.79	0	0	0	18	GUT_GENOME137516	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199337	ERP002061	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009485.gff.gz
MGYG000009503	MAG	4019589	199	31205	46.59	91.1	0.56	0	0	5.26	19	GUT_GENOME064298	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS608499	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009503.gff.gz
MGYG000009521	MAG	2775133	80	60163	47.69	51.03	0	0	0	0	15	GUT_GENOME157856	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS634967	ERP009131	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009521.gff.gz
MGYG000009601	MAG	3788643	357	19757	47.49	69.31	0.86	94.96	99.74	99.83	19	GUT_GENOME088801	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS608551	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009601.gff.gz
MGYG000009646	MAG	3792322	60	112736	46.71	92.15	0.05	0	0	0	18	GUT_GENOME021469	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1444721	ERP019502	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009646.gff.gz
MGYG000009700	MAG	4021159	73	92696	46.62	98.09	0	0	0	0	20	GUT_GENOME254262	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746847	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009700.gff.gz
MGYG000009771	MAG	3984217	88	66729	47.09	93.53	1.86	0	0	9.88	20	GUT_GENOME195606	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1858693	SRP095060	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009771.gff.gz
MGYG000009888	MAG	4285070	469	14131	46.97	95.11	3.33	0	0	0	16	GUT_GENOME025564	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1444583	ERP019502	Kazakhstan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009888.gff.gz
MGYG000009914	MAG	4208751	106	74382	46.55	98.88	0.87	0	0	0	20	GUT_GENOME133620	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS199127	ERP002061	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009914.gff.gz
MGYG000009941	MAG	4234727	54	120374	46.54	97.64	0	0	0	8.82	20	GUT_GENOME272114	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS972027	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009941.gff.gz
MGYG000009952	MAG	4195458	50	290130	46.39	92.92	0.14	0	34.44	5.26	20	GUT_GENOME045691	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1343336	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009952.gff.gz
MGYG000009957	MAG	3955815	171	33117	47.11	70	0	0	0	6.12	20	GUT_GENOME205018	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000009957.gff.gz
MGYG000010099	MAG	4375366	87	84391	46.65	98.03	0.93	0	0	0	19	GUT_GENOME158515	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS634949	ERP009131	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010099.gff.gz
MGYG000010102	MAG	2562078	358	8909	47.83	68.12	2.66	0	0	0	16	GUT_GENOME205175	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010102.gff.gz
MGYG000010122	MAG	3284321	61	65507	47.33	77.16	0.31	0	22.77	11.9	16	GUT_GENOME206802	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010122.gff.gz
MGYG000010135	MAG	4192756	67	99422	46.74	94.22	1.86	0	0	0	19	GUT_GENOME204969	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1996016	SRP100518	Spain	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010135.gff.gz
MGYG000010145	MAG	2627281	146	29676	48.24	68.22	0	0	0	6.67	15	GUT_GENOME068764	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS235640	ERP002469	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010145.gff.gz
MGYG000010392	MAG	3745303	62	84016	46.51	89.12	1.61	0	0	5.26	18	GUT_GENOME200431	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1997056	SRP100575	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010392.gff.gz
MGYG000010421	MAG	3739743	56	124756	47.18	65.86	0	0	0	0	16	GUT_GENOME165227	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS575997	SRP040146	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010421.gff.gz
MGYG000010472	MAG	3170198	123	35978	47.58	68.28	0	0	0	4.96	15	GUT_GENOME034337	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1015868	ERP013563	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010472.gff.gz
MGYG000010520	MAG	4537766	46	215430	46.96	92.19	1.49	0	0	0	20	GUT_GENOME182145	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1719189	SRP090628	Estonia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010520.gff.gz
MGYG000010611	MAG	2938455	347	11946	47.78	73.45	0	0	0	0	16	GUT_GENOME258989	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746909	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010611.gff.gz
MGYG000010625	MAG	3800388	119	56043	47.09	70.52	0	0	0	0	18	GUT_GENOME093209	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS608549	ERP008729	Austria	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010625.gff.gz
MGYG000010669	MAG	3290219	239	19930	47.62	87.7	4.1	0	0	10.8	17	GUT_GENOME063559	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS537199	ERP006678	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010669.gff.gz
MGYG000010751	MAG	4432496	450	17288	47.4	97.06	1.39	0	99.67	89.23	20	GUT_GENOME079470	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS473338	ERP005989	Sweden	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010751.gff.gz
MGYG000010777	MAG	4004152	65	93233	46.78	95.56	2.19	0	0	10.8	19	GUT_GENOME056478	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396375	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010777.gff.gz
MGYG000010803	MAG	4866495	220	75485	46.83	89.84	4.96	94.12	99.74	99.83	20	GUT_GENOME221354	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1596832	SRP080787	Mongolia	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010803.gff.gz
MGYG000010869	MAG	4900403	344	38097	47.43	93.84	2.54	94.12	82	99.79	20	GUT_GENOME070540	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS396360	ERP004605	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010869.gff.gz
MGYG000010892	MAG	2929903	384	9542	47.2	60.17	1.72	0	0	0	15	GUT_GENOME045448	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1343318	ERP017091	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000010892.gff.gz
MGYG000011001	MAG	3891261	135	45718	47.41	93.25	1.72	0	0	10.7	17	GUT_GENOME049074	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1647308	ERP019674	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011001.gff.gz
MGYG000011023	MAG	3498321	282	17878	48.23	90.21	0.78	0	0	5.26	15	GUT_GENOME123812	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS1138860	ERP015450	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011023.gff.gz
MGYG000011046	MAG	4403350	60	159789	46.61	98.88	0	0	0	0	20	GUT_GENOME260264	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746921	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011046.gff.gz
MGYG000011073	MAG	3522739	289	19531	47.68	89.66	2.6	0	0	7.42	19	GUT_GENOME265735	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS971759	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011073.gff.gz
MGYG000011089	MAG	3926767	171	35764	46.99	79.66	4.31	0	0	0	19	GUT_GENOME053916	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328755	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011089.gff.gz
MGYG000011304	MAG	4493242	210	71012	46.9	97.26	4.15	0	43.97	84.1	19	GUT_GENOME216208	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS052697	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011304.gff.gz
MGYG000011435	MAG	5162515	153	101381	46.76	94.05	4.4	94.96	76.32	87.66	20	GUT_GENOME232234	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS414112	SRP001634	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011435.gff.gz
MGYG000011487	Isolate	4617348	74	185323	46.5	99.26	0.37	0	99.67	99.59	20	GUT_GENOME001628	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SAMN09736405	PRJNA482748	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011487.gff.gz
MGYG000011514	MAG	4203786	250	27568	46.78	79.62	4.81	92.44	0	0	17	GUT_GENOME112297	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS328945	ERP003612	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011514.gff.gz
MGYG000011621	MAG	4090558	149	100615	46.62	89.95	0.65	0	0	99.79	20	GUT_GENOME216023	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS050299	SRP002163	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011621.gff.gz
MGYG000011658	MAG	4078922	81	77724	47.1	96.11	3.16	0	0	0	17	GUT_GENOME173104	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1028000	SRP062282	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011658.gff.gz
MGYG000011732	MAG	3203678	278	16495	47.57	69.83	0.86	0	0	0	19	GUT_GENOME265682	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS971649	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011732.gff.gz
MGYG000011977	MAG	4542953	175	40677	46.72	80.67	3.45	0	0	9.09	15	GUT_GENOME183564	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1735445	SRP090628	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000011977.gff.gz
MGYG000012004	MAG	3720926	248	23276	47.29	94.68	0.9	0	34.44	5.26	20	GUT_GENOME258441	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	ERS746806	ERP010700	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000012004.gff.gz
MGYG000012005	MAG	3682354	230	23350	47.39	90.55	0.87	0	0	10.7	17	GUT_GENOME197786	MGYG000001346	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	SRS1876616	SRP095580	Netherlands	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000013/MGYG000001346/genomes1/MGYG000012005.gff.gz
